:supergoodmorning@.:,46914
:ohayougozaimasu@.:,27193
:ohanyo@.:,22882
:patblob@.:,22858
:iidesune@.:,20597
:supecialgoodnight@.:,20018
:ohayo2@.:,19414
:yoi@.:,19379
:kawaiii@.:,19327
:blob_pencheer@.:,18166
:kawaii@.:,13026
:blob_yannya@.:,11304
:igyo@.:,11101
:suteki2@.:,10432
❤,9561
:yo@.:,9196
:fufu@.:,8181
:otsukaresamadseu@.:,7875
:oishiso_blob1@.:,7712
:blobnod@.:,7543
:wakaru@.:,7232
:suteki@.:,6316
:sugokusugoi@.:,5993
:ohayo3@.:,5281
:blob_furefure@.:,5165
:kakoii@.:,5117
:gojiai@.:,5027
:ohayo@.:,4481
:blobgoodnight@.:,4146
:oyasuminasai@.:,4135
:wakaru2@.:,4096
:blobwuw@.:,4062
:blobigyoumochi@.:,4026
:oyasunmi@.:,4002
:nya_nod@.:,3899
:chiken@.:,3749
:okaeri@.:,3748
:kirei@.:,3732
:oyasumi@.:,3728
:naruhodo2@.:,3631
:kawaiine2@.:,3556
:yosugi@.:,3229
:beko@.:,3195
:cute@.:,3117
:blobmonster@.:,3037
:utsukushii@.:,3023
:ohayoo@misskey.io:,2992
:kakkoyo@.:,2965
:kawaiine@.:,2841
:blob_ofuton@.:,2807
:okaerinasai@.:,2777
:ofuton_kakete_agemasyone@.:,2729
:blobdance@.:,2691
:gokigenyou@.:,2664
:smeeeeeeeeeshi_wakarunaa@.:,2664
:blobmonster_cry@.:,2611
:kawayui@.:,2495
:arama@.:,2484
:arigatougozaimsu@.:,2451
:kawae@.:,2388
:ablobcat_nadenadeyou@.:,2370
:odaijini@.:,2283
:kangeikourin@.:,2251
:oyasumisskey@.:,2246
:tsuyoi@.:,2232
:kyawaii@.:,2191
:maasuteki@.:,2172
:aruaru@.:,2164
:iiyumewo@.:,2152
:sukida@.:,2056
:iine_1@.:,2043
:kaogaii@.:,2019
:utsukusii1@.:,2007
:kininaru@.:,1993
:saikou2@.:,1961
:oishii@.:,1940
:kawaiimatsuri@.:,1930
:otukaresamadesu@.:,1928
:kakkee@.:,1903
:bakusoku_oharyu@.:,1891
:maanantekoto@.:,1830
:nandato@.:,1830
:smeeeeeeeeeshi_blobcatmaa@.:,1827
:sutekinahanashi@.:,1821
:oyo@.:,1744
:honmasorena@.:,1721
:blobcatpnd_onaka_nade@.:,1696
:subarashii@.:,1692
:oyasuminasai1@.:,1688
:meowsurprised@.:,1685
:ijin@.:,1618
:erai@.:,1610
:yokatta@.:,1603
:oisisou@.:,1590
:suki@.:,1568
:tasikanichan@.:,1545
:rekishininokoru_daiigyo@.:,1537
:blobdance2@.:,1483
:omedetou@.:,1477
:oshare@.:,1470
:gogo@.:,1466
:watakushidattesoudesuwa@.:,1431
:nekochan@.:,1429
:inochi@.:,1427
:bekobanging@.:,1420
:erai_jump@.:,1346
:suggokuigyo@.:,1319
:death_tale@.:,1307
:blobthumbsup@.:,1306
:nonbiri@.:,1283
:yatta@.:,1265
:sugoi@.:,1254
:ii_good@.:,1247
:hoshii@.:,1241
:iineiine_satonoji@.:,1236
:kusa2@.:,1224
:watashimo@.:,1220
:murisezu@.:,1218
:ablobcat_nodcry@.:,1218
👍,1210
:blob_sob@.:,1208
:kiwotsukete@.:,1188
:kusa@.:,1182
:blobigyou@.:,1176
:uwaa@.:,1160
:tmy_kirakiracat@.:,1160
:iine@.:,1144
:smeeeeeeeeeshi_totemorippada@.:,1137
:irogaii@.:,1119
:itterassyai@.:,1115
:blobcat_siwasiwacry@.:,1115
:konichiwa@.:,1111
:yattare@.:,1090
:iiyone@.:,1090
:beautiful@.:,1065
:otabe@.:,1047
:horagai@.:,1042
:tasukarumatsuri@.:,1021
:humuhumu@.:,1021
:oharyu@.:,1018
:iiyone2@.:,1017
:blob_omizunomu@.:,1016
:d_ne@.:,1015
:doeraijin@.:,1014
:oh_by_tmy@.:,1012
:sugokuwakaru@.:,1011
:soudasouda@.:,991
:sukoyaka@.:,990
:ablobcat_purupuru@.:,986
:saikou@.:,977
:saikou3@.:,972
:kawaisugiru@.:,971
:rainbowbeko@.:,966
:itooshii@.:,945
:blobdrool@.:,928
:nya_rainbow@.:,924
:sounano@.:,918
:sonnnaa@.:,913
:kousinnonigyo@.:,912
:hie1@.:,904
:souiutokimoaru@.:,897
:blobrainbowdance@.:,887
:nya_paku@.:,879
:konnbannha@.:,879
:loveandcry@.:,877
:kirei2@.:,868
:blobhi@.:,863
:blob_rainbowdance@.:,862
:iihanashi@.:,858
:kuttare@.:,848
:hao_suki@.:,847
:otsukarematsuri@.:,842
:uhyoo@.:,837
:hirameki@.:,811
:igyo_maturi@.:,802
:wakuwaku@.:,801
:superigyo@.:,801
:araa@.:,800
:blobmonster_poweryell@.:,776
:ittera@.:,768
:arakawaii@.:,767
:mecchaii2@.:,764
:onasuyasai@.:,756
:oyasunasai@.:,753
:araaraara@.:,748
:yokattane@.:,748
:uoooo@.:,747
:bi@.:,747
:araara@.:,746
:zenbusuki@.:,737
:shien@.:,737
:otanjoubiomedetou@.:,736
:kakkokawaii@.:,735
:gekiatu@.:,734
:kawaiihanashi@.:,731
:naruhodomatsuri@.:,724
:koresuki@.:,724
:simiiru@.:,723
:kyomupat@.:,716
:ai@.:,707
:osorosikuhayai@.:,698
:blob_hawawa@.:,693
:kawaii_xtu__i@misskey.io:,692
:goannzennni@.:,681
:gohan@.:,673
:omizunome@.:,673
:blobcheer@.:,672
:egarasuki@.:,665
:uooooo@.:,661
:kakapoppo@.:,657
:nenne@.:,656
:ohahhahhaa@.:,652
:hohoo@.:,641
:oyasumisskey@misskey.io:,638
:pat_dog_kunkun@.:,632
:saikoo@.:,631
:totemoii@.:,631
:nanboattemoiidesukarane@.:,627
:ouensuruzou@.:,623
:blobcattea@.:,617
:ufufu@.:,613
:kokemusuhodoijin@.:,613
:nante@.:,612
:sorehasou@.:,601
:arigatakihappiness@.:,583
:suggeee@.:,581
:ablobsmilehappy@.:,579
:tensai@.:,576
:attoutekikansha@.:,575
:hie2@.:,575
:pawaa@.:,573
:omedetougozaimasu@.:,571
:nhuhu@.:,563
:tanoshimi@.:,559
:daisuki@.:,557
:mogu@.:,554
:sonokanouseihaaru@.:,538
:yattaa@.:,535
:syokuji_ha_igyo@.:,531
:atatamete@.:,523
:ittare@.:,523
:mecchaii@.:,522
:doerai@.:,522
:sore2@.:,518
:taisetsunahanashi@.:,518
:blobcat_peperoncino_hai2@.:,517
:parinai@.:,514
:daikoubutsu@.:,503
:blob_goukyuu@.:,502
:sukidesu@.:,500
:blob_hiyaase@.:,500
:setsuaru@.:,500
:sonotoori@.:,493
:nyaan@.:,491
:doui@.:,485
:nekoblob_buruburu@.:,485
:muzukashiihanashi@.:,484
:takuminowaza@.:,481
:blobmusician@.:,479
:eiyouso@.:,479
:iishigoto_shitemasune@.:,477
:haisensu@.:,476
:ablobcat_yummy@.:,475
:igyouparadice@.:,474
:majidegozaruka@.:,469
:blob_sore@.:,469
:kawaiii@misskey.io:,468
:biglove@.:,464
:blob_kitai_seiza@.:,463
:eenyade@.:,455
:kawaii2@misskey.io:,455
:a_surprise@.:,455
:dekai@.:,454
:ippai@.:,450
:kanzendoui@.:,448
:mitai_1@.:,448
:tashikani2@.:,447
:kakoku@.:,446
:attakai@.:,439
:akushusiyou@.:,436
:esuki@.:,436
:touhyouzumisyou@.:,435
:yukkuriyasunde@.:,435
